player,mu,sigma,wins,losses,sets
nihlus,28.224403034,3.27205242477,5,4,9
drage,28.2181974025,4.20143515026,4,2,6
birdo,28.216516137,4.32778570767,3,2,5
didact25,28.2153092109,3.42505386523,5,4,9
splish,28.214331524,4.39739205533,3,2,5
kaizen,28.2132746245,4.72176268213,2,2,4
s-man,28.210656582,4.88439481554,2,2,4
bunsunkun,28.2103831141,4.86954915245,2,2,4
krzy8,28.2067360514,4.41296412653,3,2,5
rs,28.206399529,4.37847957036,2,2,4
watch,28.2051013067,4.79632993429,2,2,4
the grime reaper,28.2044343526,3.44114824341,4,5,9
husbrann,28.2010211458,3.18440852245,7,5,12
stelios,28.2009159813,4.82066659002,2,2,4
big kid,28.1988617009,4.22337144811,3,2,5
heroc7,28.1967589473,5.45502531182,1,1,2
kaese,28.1951158677,3.00579142335,6,7,13
dmr,28.1950188846,4.7076151511,3,2,5
rootbeerfloat,28.17888764,4.42079861096,3,2,5
tails,28.1767812831,3.09210562799,5,6,11
critius,28.1747338514,5.1696416331,2,2,4
scyzel,28.1675827976,4.43706606379,3,2,5
microwaveyourhead,28.1671273183,4.78602933683,2,2,4
zelazon,28.1660259925,4.36360659833,2,2,4
krusty,28.1588694325,4.66511301604,2,2,4
buttlet,28.1547375104,4.29120145133,2,2,4
gabezilla,28.1489815707,4.46191002496,3,2,5
steamfriedasian,28.1489815707,4.46191002496,3,2,5
kone,28.1462760743,3.99516932644,4,3,7
undies!,28.1447989951,3.29616792599,5,4,9
e,28.1441314568,4.95091348628,2,2,4
spree,28.1422643062,4.59119039724,4,2,6
kneeper,28.1419273491,4.16662512988,3,2,5
silentwah,28.136340857,4.32625878824,3,2,5
pad,28.1356920867,4.09227527777,4,3,7
kooper,28.1342781008,4.62093970937,3,2,5
fear,28.1300483269,2.98827973936,7,6,13
connor,28.1214712317,2.92553304012,6,6,12
shroudedone,28.1211682213,3.1117826204,4,5,9
aeoluxar,28.1199806152,3.46922819429,4,4,8
solarbear,28.1197753017,3.08802066877,6,5,11
lucifer,28.1146747991,4.5434918485,2,2,4
fantomenk,28.1120609335,3.95383765668,4,2,6
marvel,28.1111825042,3.70346518521,4,3,7
merts,28.1090322812,4.2642386049,3,2,5
dortmunder,28.0996420354,3.77990797564,4,2,6
slickah,28.0962130661,4.30034940894,3,2,5
kim,28.0922305924,4.53373620047,3,2,5
f s u,28.0922305924,4.53373620047,3,2,5
thegtree,28.0922305924,4.53373620047,3,2,5
deg,28.0920191704,3.53105146735,5,5,10
slumped,28.0916736776,4.4494426372,3,2,5
perhapsman,28.0898643917,4.40495243145,3,2,5
aero,28.0877625609,2.53444372991,7,8,15
pyntarn,28.0806191323,4.0075816616,4,3,7
lean,28.0803604406,4.3235733192,3,2,5
ltigre,28.0745727545,4.63604441721,2,2,4
nipunn,28.0720718984,3.24214407745,6,4,10
oujia,28.0686510216,4.40500193982,3,2,5
moat,28.0666691452,4.23033993752,2,3,5
nami,28.0661766744,4.535747741,2,2,4
arpah,28.0659053421,4.46504921658,3,2,5
commanderkool,28.064000471,4.38307120147,3,2,5
doogless,28.0596703657,4.53644796623,2,2,4
potentis,28.0584446845,3.31097153862,6,4,10
blanky,28.0551522905,3.65764922631,4,4,8
frostbyte,28.053955391,3.2445415571,5,4,9
stitchface,28.053805574,1.99024591024,14,12,26
xeon,28.0514060192,4.05579884264,2,2,4
c4d,28.05064665,3.73478225787,3,4,7
zombiecat,28.0497650198,4.28315351041,3,2,5
mew2queen,28.0493353837,3.32062417852,6,4,10
sephy,28.0452651973,5.04519504203,2,2,4
oldiz,28.0400482455,2.72777316854,9,8,17
nastynard,28.0383083153,4.40752675837,3,2,5
morgneer,28.0360720341,4.44501341015,3,2,5
el jefe,28.0355857074,4.46370427572,3,2,5
blackjack,28.0330591336,2.72144050338,8,6,14
lonefire,28.0260844528,4.04787049596,4,2,6
yrex,28.0251552202,4.53881743396,3,2,5
infin,28.0251552202,4.53881743396,3,2,5
dmw,28.0251552202,4.53881743396,3,2,5
hi im mikey,28.0228991362,4.53572460678,3,3,6
luxus,28.0191292246,4.5502571563,3,2,5
smith,28.0163983465,4.19316336136,3,2,5
knitl0rd,28.0049509665,4.66904142222,2,2,4
flyingwaffle,28.0022957664,4.68172294486,2,2,4
jbash,28.0013597934,2.65019445353,9,8,17
stroker,27.9989938855,4.27075887567,3,3,6
ot eric,27.9931529587,4.95513775679,2,2,4
izek,27.9923382383,4.91535170731,1,2,3
ulsi,27.9911742635,3.44669744685,5,4,9
fearturkey,27.988549429,4.25245822372,3,2,5
young love,27.9862484682,3.9890482873,3,3,6
sun,27.9857451317,3.25869158469,5,4,9
rh1thmz,27.9817751207,4.92687293352,1,2,3
random norcal fox,27.980277586,4.45008994754,3,2,5
jedwreck,27.979623699,2.75545669137,6,7,13
eight%,27.9772452547,5.01848109812,2,1,3
oven,27.9767975799,2.83900726834,6,6,12
waves,27.9763359335,4.39440731218,3,2,5
action master,27.9711398479,3.32564846537,6,4,10
maku,27.9669718913,4.11295189038,3,2,5
raptor,27.9634417423,4.8294901961,2,2,4
h2o,27.9613893371,4.49998148563,3,3,6
zettavolt,27.9606533603,4.75137144628,2,2,4
trout oracle,27.9598300808,4.72248640704,3,2,5
art,27.9531371701,4.75583337267,2,2,4
pizza,27.9415968144,2.4751690676,10,9,19
oats,27.9398005475,2.56260937292,6,7,13
dz rei,27.9394885011,4.40113076237,3,2,5
sk_jynx,27.9322972075,4.48935550018,3,2,5
larfen,27.9302795635,4.44174496065,3,2,5
zofrea,27.9286509637,4.78010463468,2,2,4
log,27.9225547098,3.62016146461,4,4,8
3huna,27.922494135,3.28750995237,6,4,10
dr. bread,27.9160546947,4.18049217103,3,2,5
gragledump,27.9104176547,4.60094573513,3,2,5
jerry,27.9100992869,2.7009329505,8,8,16
studebacher hoch,27.9078525305,3.50540954508,5,4,9
youngster joey,27.907167817,4.41302489136,3,2,5
lvvn,27.9058986834,4.3887846573,3,2,5
mooseeatsbear,27.9035561429,3.39809394955,6,4,10
bok choy,27.8997034909,4.22352568364,2,2,4
rumble,27.8993888162,3.58002499327,4,4,8
lew lew,27.8991713869,3.7486338146,4,4,8
patrick,27.8977377938,1.86762443819,17,15,32
kcg,27.8956605081,4.17784952432,3,3,6
dove,27.8955118026,3.35175212062,7,5,12
turnip4what?,27.8947641704,4.43416784147,3,2,5
stacky mcbears,27.8947641704,4.43416784147,3,2,5
ghettotastic,27.8947641704,4.43416784147,3,2,5
chi,27.8947641704,4.43416784147,3,2,5
pillowmaker,27.8947641704,4.43416784147,3,2,5
dubs,27.8940281304,4.36652958353,3,2,5
jntabeast,27.8939262442,4.92249453003,2,2,4
votega,27.8936317012,4.44882195466,3,2,5
rawk,27.8907524623,3.17761313339,5,5,10
mikehaggarssbm,27.8867805105,2.82893815911,7,6,13
sat,27.8865971091,4.90457468232,2,2,4
boner,27.8824413294,4.64071669851,2,2,4
royce,27.8823828358,3.31196656518,6,4,10
k.i.d ace,27.8738865735,4.94030173639,2,2,4
diabound,27.8656632377,4.64151380992,3,2,5
jofj,27.8651870354,4.56388605567,3,2,5
grrg,27.8640277583,3.59444362605,5,4,9
ein,27.8617577383,4.77988822673,2,2,4
.fb,27.8596979662,4.418079017,3,2,5
wphp,27.8561987482,4.54073840355,3,2,5
bgsatchel,27.8557057012,4.6406877898,2,2,4
jet,27.8528481586,2.40629742025,9,9,18
funk doctor,27.8518869734,4.44651354328,3,2,5
kiwigivi,27.8513599743,3.30147728075,7,5,12
wumbologist,27.8500990547,4.2033630195,3,2,5
salt mine,27.8490892662,4.52083737983,2,2,4
padre,27.8479414029,3.28460031451,5,6,11
argonaut,27.8432789174,4.5001704255,2,2,4
bb,27.8432669352,4.34614735905,2,2,4
jacob,27.8366930548,3.56439367939,4,3,7
acid fuccboi,27.8341532778,2.57986057108,10,8,18
a$ap p0cky,27.8287004705,3.39926359787,5,4,9
young $,27.827454255,3.69447350966,4,4,8
benneh,27.8273144564,4.43714975797,3,2,5
muttnik,27.8263838774,3.39292731508,6,4,10
jeppegryn,27.8227360767,4.26022453889,4,3,7
jobes,27.8165307859,2.61537043698,9,8,17
game,27.8162256927,3.1216463512,4,4,8
jwinks,27.8160108068,5.00624335223,2,2,4
purpleburd,27.8159839123,4.62887452134,2,2,4
crucible,27.815456581,4.31459350105,3,2,5
artist,27.8143868693,4.90753719676,3,2,5
vasili,27.812096825,4.15962510634,3,2,5
microsoft j,27.8109044458,4.48992515555,3,2,5
dair raid,27.8090502473,4.7044250733,3,2,5
hunter,27.8081998473,4.68217256954,2,2,4
cfh,27.8002617684,4.31254643117,2,2,4
darkhero,27.7960871394,4.49167516126,3,2,5
inu,27.7951108135,3.61775672392,4,4,8
smokey meat sweats bbq,27.7915651669,4.5120082151,3,2,5
jlo,27.788722762,3.68927290108,5,4,9
aiya,27.7886145569,3.44365253711,6,4,10
moss,27.7837510358,4.27053660843,3,2,5
epsilon,27.7831008559,4.45168870291,3,2,5
dna,27.778366985,4.32826025695,3,2,5
sourdough,27.7777969132,4.01030448044,3,2,5
theredsock,27.7761789715,2.69803115769,8,8,16
alex kidd,27.7715508346,4.19439131933,3,2,5
sled,27.7714995684,4.52348624482,2,2,4
zuppy,27.7700866308,3.8517581537,2,4,6
origamisalami,27.7685510785,5.09946275143,3,2,5
kort,27.7646851263,3.66441836701,4,4,8
you,27.7621087451,4.1124794822,3,2,5
lugia,27.761535058,3.42797748977,5,4,9
truth,27.7565630507,3.49292689519,5,4,9
nachloride,27.7540480889,4.30331949475,2,2,4
treyvon tustronk,27.7534117776,3.18583083472,6,6,12
valor,27.7491744192,3.66482018051,5,4,9
lord chin chin,27.7487981309,4.51774635205,3,2,5
puzzle,27.7431933227,4.54996015227,3,2,5
commissioner gordon,27.7394156612,4.50733412873,3,2,5
ta wolf,27.7312858589,4.81461793176,3,2,5
thomas the legend,27.7282560682,4.15612729133,3,2,5
mombacat,27.7280923302,3.94301346419,3,4,7
raves,27.7245084941,3.24290889386,5,4,9
4bs,27.7240832512,4.45143744893,3,2,5
blargh257,27.7203892259,3.90610172535,4,4,8
superultradx,27.7162254765,3.77308934791,4,4,8
coin,27.7141054142,3.36325201676,5,4,9
justin white,27.7083386768,3.22198571923,5,4,9
azureflame,27.706857785,4.25216459243,3,2,5
supadice2,27.6894908297,3.17755493372,6,4,10
skoopdish,27.6879320198,4.53742945414,3,2,5
duhssert,27.6854807145,3.43096737442,5,4,9
fly sloth,27.6830167191,4.53861969424,3,2,5
zaik,27.6775436243,2.65742948578,8,9,17
deep fox,27.6720193286,3.45694888744,5,4,9
arm & hammer,27.6716427695,3.15449778732,5,4,9
biscuittricks,27.668088194,4.43995534765,3,2,5
prozak,27.6676113651,4.53099894768,3,2,5
triffle,27.6673597598,4.5022081088,3,2,5
sgt flow,27.6668345941,4.52601335567,3,2,5
jabs,27.6658057535,4.79143254438,2,2,4
regi,27.6651548886,3.55620350027,3,4,7
arán,27.6620191947,5.98649744946,1,1,2
cream,27.6620191947,5.98649744946,1,1,2
kokichi,27.6617983897,3.63338491418,4,4,8
toptierdad,27.6605458117,2.36828342528,10,10,20
risky,27.6600174437,4.83652009639,2,2,4
bob-omb,27.6598521224,3.68157129454,5,4,9
shotzo,27.6594758902,3.8991291819,3,4,7
chrome,27.6498217513,4.23269617425,3,2,5
senn,27.6444509976,3.56780889389,8,4,12
genesis,27.6402731897,4.6446218217,3,2,5
russy,27.6398662166,4.08284391552,2,2,4
jjjlad,27.6398562547,4.9051530852,2,2,4
mags,27.6379640298,4.45014625877,2,2,4
juicen,27.6322330078,4.54681099871,3,2,5
x-rey,27.6322330078,4.54681099871,3,2,5
gooley,27.6316988313,4.1927185598,3,2,5
killjaykill,27.6301049664,4.48769922716,3,3,6
vyn,27.626894401,3.52461033653,4,4,8
spider,27.6258496242,3.23244103984,6,5,11
gamba,27.6255997946,3.92922453601,3,3,6
alexisstarving,27.6220730841,4.27439285988,3,2,5
oyako,27.6219595411,4.4552142955,3,2,5
phil collins,27.6173544534,5.05213630901,2,2,4
jelly,27.6155917539,3.43177681852,5,4,9
rice climbers,27.614479878,3.42519671169,4,4,8
scale,27.6131579432,4.73123696532,2,2,4
dirt,27.610066199,2.95163781694,5,6,11
goya beans x,27.6095662803,4.75713746685,2,2,4
just jason,27.606110616,4.93966119441,2,2,4
quixotic,27.6037174859,4.54386005913,3,2,5
ocifer,27.6037174859,4.54386005913,3,2,5
soil,27.6033494712,4.26116088124,3,2,5
pod,27.6011848147,3.22972541892,4,5,9
arcana_force,27.5990978944,3.79340348954,3,4,7
pandawasp,27.597661998,4.27493130879,3,2,5
rhyme,27.5955635901,3.53669690695,4,4,8
spood,27.595089259,4.29914968676,2,2,4
sizzling solzo,27.5943689828,4.46923169071,3,2,5
kalas,27.5925063434,4.32939795562,2,2,4
smilotron,27.5916855068,4.86432054302,2,2,4
cigs,27.5913892079,5.06263955749,2,2,4
praxis,27.5912500907,5.10149772472,2,2,4
quiteballin,27.5863554244,3.47237787798,5,4,9
hack,27.5857802652,4.36861039409,5,2,7
@ashkon_,27.5846400673,4.7869758974,1,2,3
frikky,27.5790921249,3.28946814902,7,5,12
peachy keen,27.5777311225,4.69190912465,2,2,4
kota,27.5741267523,4.71109200711,2,2,4
supergoomba,27.5739418234,4.47141092371,3,2,5
slim jesus,27.5631696584,4.65047199239,2,2,4
m00nbarker,27.5626459894,4.00153296735,3,2,5
kmol,27.5622659629,4.58714767992,2,2,4
ryou,27.5612440685,3.74945412932,4,4,8
zenaga,27.5537350443,4.49757353327,3,2,5
pipsqueak,27.5516434887,5.02357025864,4,2,6
kablooey,27.5506273909,4.64006417584,2,2,4
mothra,27.5505738194,4.67809325344,2,2,4
vudoo,27.5500373443,4.50577280312,2,2,4
benx,27.5481827089,3.57598052191,5,4,9
stew,27.5458656882,4.43636212255,3,2,5
icefang,27.5444750375,4.40251773306,3,2,5
jose ole,27.5441083386,3.38104260213,5,4,9
saggystardust,27.5377246842,4.5077032244,2,2,4
limjoker,27.5359484854,4.49895081015,3,2,5
walrus,27.5356674153,2.36456442053,9,11,20
schwiebs,27.5356199313,4.4836214626,3,2,5
ccdm,27.5356199313,4.4836214626,3,2,5
rca,27.5356199313,4.4836214626,3,2,5
~20%,27.5318400753,3.49776797701,5,4,9
tauntz,27.5291163106,3.74139852728,4,4,8
pastabilities,27.5216195645,4.3332132823,2,2,4
pops,27.5201993997,2.48066899869,9,8,17
ride,27.5136805695,4.55919416507,3,2,5
nayeem,27.5126732653,5.14598663036,2,2,4
adknight,27.5096981647,4.23867318817,3,2,5
beachmaster,27.5076275164,4.65001904828,3,2,5
jcpwn,27.4999985406,5.09938414825,2,2,4
xin,27.4999399339,4.5825216422,2,2,4
dunkchai,27.4996062675,5.16869141957,2,2,4
jayson,27.4991514643,4.36003237566,3,2,5
simon,27.4987243485,4.58990902804,3,2,5
blahguy,27.4935148325,2.22520487097,11,12,23
cloud805,27.482593402,4.19891815473,2,2,4
lange,27.4801665488,3.56614082219,4,4,8
scarjo,27.4773041132,4.95472193533,2,2,4
mop,27.4703569234,4.81012117614,2,2,4
iron,27.4652352409,5.127802464,2,2,4
ari,27.4650569308,4.54163577033,3,2,5
m,27.4650569308,4.54163577033,3,2,5
nathansandwich,27.4637219689,3.60210907147,4,4,8
paper tiger,27.4629805908,2.98836679662,7,6,13
skiddy,27.4625908997,4.36312116967,3,2,5
mm720,27.4623031388,3.19174996416,8,5,13
omd,27.4598996529,5.07447233105,2,2,4
forge,27.4598057569,4.76420062005,3,2,5
sylar,27.4587375682,4.52572431805,3,2,5
minz,27.4430326224,4.43247701259,3,2,5
bashking,27.4402006316,4.53775327084,3,2,5
jorge,27.4313018128,3.43118565298,4,4,8
papanojohns,27.4275293121,4.63894651141,3,2,5
divinius,27.4243488788,4.67082164077,3,2,5
cowhunter,27.4242883175,4.22640264694,3,2,5
kabbage$$,27.4176667302,5.04570343836,2,2,4
boga,27.4141213639,5.13638237072,2,2,4
pogo,27.4124827062,4.2948205497,2,2,4
pretzl,27.4115595311,3.54351803708,4,4,8
xtreme,27.4109085248,3.78999785192,4,4,8
nbs,27.4106025412,3.7687395048,3,3,6
scooby doo gucci jacuzzi,27.4104317097,3.73511637154,4,4,8
binary clone,27.4102487201,3.98257792678,4,3,7
worldstar,27.4099062729,4.54421963836,3,2,5
papa nooch,27.3965671058,4.59758810499,2,2,4
w3emdream,27.3926956346,4.5690236832,2,2,4
yung dactyl,27.3885902465,3.46590175995,5,4,9
ryan mercado,27.3880915173,3.09080294088,6,4,10
langkow,27.386549526,4.85333727355,2,2,4
bread,27.3847526591,3.3322032838,5,5,10
5ive,27.3796152307,6.24053979892,1,1,2
clius,27.3795911957,4.84251560792,2,2,4
mars,27.3781677261,2.60646448172,8,8,16
kilo,27.3740130786,3.69969248224,4,3,7
xtrooper,27.373091497,4.46969459455,3,2,5
faheid,27.3705581191,4.87946433,2,2,4
tastygoldfish,27.3654978005,5.26049319348,2,2,4
dru2,27.3643096632,5.35623982436,2,2,4
gin,27.3629354888,2.19277361858,12,10,22
burritowolf,27.3627958451,4.3351966306,3,2,5
bensw,27.362277281,2.6057790337,8,7,15
dokmomo,27.3591620112,4.45225239602,2,2,4
mojo8675309,27.3526109635,3.37883139649,5,4,9
siren,27.3525754643,3.37542732796,5,4,9
gars,27.351508849,4.51325465923,2,2,4
linder,27.351173065,4.46895566644,2,2,4
puddle,27.3507810805,3.7047702379,5,4,9
t1s,27.3503005273,4.76782633215,3,2,5
dr.shots,27.3498097908,4.85287078084,2,2,4
pdub,27.3493303836,4.54808227584,3,2,5
greenjinjo,27.3491242733,4.29031552776,2,2,4
gentlefox,27.3476158934,4.50877954195,3,2,5
davidcanfly,27.3460933299,4.51529718613,3,2,5
tuna,27.3422150853,3.09103143431,7,6,13
thesuslur14,27.3357282725,5.14167804454,2,2,4
phalanx,27.335497414,3.36346597417,6,4,10
milf,27.3350329118,4.37426532495,3,2,5
harvey,27.3344853378,3.96922941665,4,4,8
pale chub,27.3319640858,4.64780030279,3,2,5
fizz,27.322959778,3.18337085287,4,6,10
jussy,27.3199807837,4.55264518936,2,2,4
royal flush,27.3197012726,3.49955642007,5,4,9
noodle,27.3191079057,2.17399207725,8,13,21
schmav,27.3151009084,4.61928941892,3,2,5
kull,27.3146253898,4.32137459058,3,2,5
king,27.3097418138,5.47183701302,1,2,3
shady pyro,27.3077208239,4.60879501535,3,2,5
tonymalone,27.3049748547,2.77162009323,10,9,19
diaper,27.3040419083,4.48834940175,3,2,5
clorox,27.2988828023,3.53717652012,5,4,9
dog,27.2987130965,3.55242200725,5,4,9
mediocre,27.2979588197,3.55353178025,4,4,8
shiki,27.2976039889,4.11794559644,3,2,5
leaf,27.2963930117,2.37730408148,10,10,20
2a4t,27.2939956759,2.35962815926,10,7,17
mewwy,27.2937354949,3.70442784723,3,4,7
tace,27.2914565204,4.40433208417,3,2,5
thechocolatelava,27.2863700527,3.78838808597,4,4,8
yuji,27.283841064,4.30760468882,3,2,5
goatlink,27.2811240133,4.60754765854,3,2,5
spamgeorgio,27.2782119873,4.06452893395,3,4,7
tbd,27.2770272892,4.23787181093,2,2,4
webs,27.275180148,1.67610980318,15,21,36
wii-kai,27.2740765927,3.6849476913,4,4,8
sajeel,27.2723512555,4.52647250182,3,2,5
dank,27.2681999399,2.6244672829,9,9,18
pbf,27.2602452472,2.47661697849,6,9,15
craig,27.2576103838,4.67814132278,2,2,4
jab [fritz],27.2558002951,4.78808937073,2,2,4
coxmccox,27.2548920253,3.60252413636,4,2,6
gigglyfart,27.2534465376,4.85321206171,2,2,4
maximo,27.2498282435,3.4039868227,5,4,9
kman,27.2488761432,3.77542535989,4,3,7
rap!d,27.2467815664,4.38202851586,3,2,5
donaxi,27.2431500973,4.27756941158,4,3,7
clever nevers,27.2393026504,4.30789783027,2,2,4
nogget,27.2376982741,4.10012082986,3,3,6
marky,27.2375135958,4.41788932629,2,2,4
typo,27.2309440963,2.86049081796,7,6,13
coldtoasty,27.2274485339,4.29957430496,3,2,5
donutgames43,27.2243057232,3.48009486024,5,4,9
cdub,27.2240018696,3.76467887229,5,3,8
bench,27.2212211895,4.5647898857,3,2,5
goad,27.2194360759,4.52448257292,3,2,5
moo,27.2135926433,2.88173036142,7,8,15
birdybirds,27.210918572,4.82437476332,2,2,4
rudmarker,27.209836428,4.140063426,3,3,6
femto,27.2094249697,4.82822029331,3,2,5
trogdor,27.2011439396,4.53464165665,3,2,5
jemz,27.1952173681,4.51395371126,2,2,4
letsduet,27.1911571518,4.7049601151,2,2,4
dutch,27.1897135981,3.14754073567,5,6,11
stacked,27.1897040084,3.48917889488,4,4,8
jwolf,27.189064617,3.32681008093,6,4,10
blooky,27.1881433279,4.71086796503,2,2,4
prison,27.1779873188,3.52009995306,3,4,7
subsuck,27.1718347061,3.86240494686,3,3,6
doghug,27.1702536071,4.98269726182,1,1,2
girthwormjim,27.1685212493,4.3888558037,3,2,5
pendragon,27.1676431975,4.48350546988,2,2,4
ryanxe,27.1670412765,4.54248466702,2,2,4
kaygee,27.166116206,3.72133282419,4,4,8
crupyo,27.1659768033,3.23758454875,4,4,8
wei,27.159680941,5.10322794784,2,2,4
cheez,27.1586488288,5.30250152605,2,2,4
nost,27.1537140834,3.62677794257,3,4,7
pineapple,27.1520695442,4.87138578642,2,2,4
tah.,27.14919903,4.92083891487,2,2,4
twunt,27.1488444851,3.68004897149,4,4,8
indy,27.1487238489,4.60082523938,2,2,4
tucker,27.14834195,3.98246380067,2,4,6
rose,27.1470080024,3.66640584242,4,4,8
cab,27.1466418545,4.05536973886,3,3,6
golly,27.1420206194,4.13884488103,3,4,7
dysfunkti0nal,27.1416708887,2.94432607201,7,7,14
rannulf,27.139470959,4.5541732911,3,2,5
splendid,27.1368772786,4.69983459921,2,2,4
el duderino,27.1325591119,3.54505709535,5,4,9
bird,27.1281840026,3.03709525295,5,6,11
tuff,27.1280723067,4.88543575083,2,2,4
han,27.1280723067,4.88543575083,2,2,4
lada,27.1280723067,4.88543575083,2,2,4
tranmobile,27.1280723067,4.88543575083,2,2,4
kingofleaves,27.1280723067,4.88543575083,2,2,4
cryo,27.1280723067,4.88543575083,2,2,4
mr baninawi,27.1277875768,3.39448017065,5,4,9
boo,27.1218111334,3.71884145259,3,4,7
toss event,27.1161445293,4.93521185911,2,2,4
dz,27.1125000119,3.0818779985,4,7,11
kali,27.1094420569,4.87779989142,2,2,4
surfero,27.1094420569,4.87779989142,2,2,4
christhenoob,27.1094420569,4.87779989142,2,2,4
nastynate,27.1094420569,4.87779989142,2,2,4
gangly,27.1089924346,2.60271945891,9,8,17
ashortbuspileup,27.1089625161,5.24289438338,2,2,4
attrition,27.1048393506,4.10258432772,3,2,5
weirdo dunno,27.1043177995,4.9800455221,2,2,4
daddy,27.1040759738,2.68115396789,7,8,15
masterdong,27.1038767967,3.93824448941,4,4,8
kevin,27.1031583581,3.84206891049,3,4,7
money,27.1013465979,3.57137632792,4,4,8
blake,27.1012081047,4.6248823158,2,2,4
hatcrab,27.0969330269,4.72261505492,2,2,4
xf awkward,27.0946780656,2.90804851716,6,6,12
fout nl,27.0900674467,4.67708562938,2,2,4
warui,27.0891756039,5.18681266164,1,2,3
bad horse,27.0882517147,3.62466277947,5,4,9
zluchs,27.0878743693,4.48794002853,3,2,5
invinceabull,27.0877175947,4.28447368155,3,2,5
jupiter,27.0876687248,4.70182907957,3,2,5
no love,27.0854397002,3.65531000105,4,4,8
lookalike,27.0839233446,4.87617346704,2,2,4
swag,27.0801472506,4.48965183943,3,2,5
carcosa,27.0795409312,4.59420143624,3,2,5
iron_narwhal,27.0777891876,4.79848076003,1,2,3
squeakie,27.0760924612,3.10423871842,6,5,11
lostluggage256,27.0713151222,4.68288310826,2,2,4
louie.exe,27.0713151222,4.68288310826,2,2,4
rucksack,27.0712212155,3.74909878513,4,4,8
rabit,27.0700556611,4.86439110799,2,2,4
d-frog,27.0634852205,2.96105353251,7,7,14
chong,27.0621842698,4.23652662033,2,2,4
milkmuffinman,27.0553986595,4.52340891528,3,2,5
neil,27.0494111477,4.95648450306,2,2,4
pataflafla,27.0467897899,4.35911408,2,2,4
spoodbeest,27.0414033261,4.86718203443,2,2,4
shiftybadger,27.0338714325,3.91425676285,4,4,8
and1,27.0266998823,4.86597323228,2,2,4
e102y,27.0266998823,4.86597323228,2,2,4
winslo,27.0226372427,3.53912374744,3,4,7
voltampt,27.0184908276,5.04388165529,1,2,3
teo,27.0184700179,3.68601460155,4,4,8
