player,rating,rd,sets,wins,losses,num_tourneys
thissidedown,1674.36313346,107.906446643,19,13,6,2
liquid,1674.0405883,122.790836356,13,9,4,2
saus,1673.98129885,122.002707905,13,9,4,2
pk,1673.83050197,148.021079982,8,6,2,1
eight oh eight,1673.57491102,185.130211094,11,7,4,2
ripple,1673.37240369,142.811475622,10,7,3,1
shu shine,1673.22368459,169.240367086,6,4,2,1
pizzainacup,1672.81756313,166.776452481,7,5,2,1
pudgypanda,1672.69960389,103.923764681,17,11,6,2
wreckenfro,1672.37590768,268.589165175,1,1,0,1
moist,1672.34664108,119.431944393,14,9,5,2
greenmario,1672.32812396,165.092829107,6,4,2,1
flashburn 117,1672.27478346,86.7501430146,36,24,12,5
dawn,1672.23232749,125.980707297,14,10,4,2
quang,1672.22980831,121.885153597,14,10,4,2
hank,1672.22780701,105.609886653,20,13,7,2
tilt,1672.0589268,134.421582071,12,8,4,2
ctrlaltdefeat,1671.70352054,152.287238017,8,5,3,1
thoraxe,1671.49882747,126.073522305,14,10,4,2
ohai,1671.09666869,155.878224718,8,5,3,1
hh toast,1671.07265855,151.381308642,8,5,3,1
ryuker,1670.46298771,112.634857154,17,11,6,3
clue,1670.3055402,156.897003651,7,5,2,1
darkgenex,1670.25581775,173.770535027,19,11,8,4
godiegogo,1670.25153407,153.006436335,7,5,2,1
nhat,1670.23884036,150.251404086,10,7,3,1
unreal,1670.23884036,150.124896102,10,7,3,1
fishaman p,1670.23884036,149.617794495,10,7,3,1
silentspectre,1670.23884036,150.251404086,10,7,3,1
rofl,1670.23884036,150.251404086,10,7,3,1
wubbs,1670.12555124,172.488059336,6,4,2,1
jbvh,1670.02206692,173.455135618,7,5,2,2
goonsquad,1669.94058554,166.355118778,6,4,2,1
cheato,1669.91251249,143.468721104,10,7,3,1
ka-master,1669.74959824,108.229050872,18,12,6,2
professor peen,1669.66732598,149.718373475,10,6,4,2
sg,1669.44968408,163.525852163,7,5,2,1
kalzu,1669.44552026,135.128510003,10,7,3,1
gg7,1669.30795467,172.572251236,7,5,2,1
reason,1669.30795467,172.572251236,7,5,2,1
erik,1669.30795467,172.572251236,7,5,2,1
kimimaru,1669.30795467,172.572251236,7,5,2,1
ridz,1669.30795467,172.572251236,12,8,4,2
kimmy,1669.30795467,172.572251236,7,5,2,1
jace,1669.30795467,172.572251236,7,5,2,1
ratking,1669.30795467,172.572251236,7,5,2,1
yamaneko,1669.30795467,172.572251236,7,5,2,1
yakal,1669.30795467,172.572251236,7,5,2,1
warwick foe,1669.30795467,172.572251236,7,5,2,1
amazerommu,1669.30795467,172.020876339,7,5,2,1
lord,1669.30795467,172.572251236,7,5,2,1
mike melee,1669.30795467,172.296784348,7,5,2,1
darby,1669.30795467,171.689201456,7,5,2,1
groovy green hat,1669.30795467,172.572251236,7,5,2,1
shamunt,1669.30795467,172.572251236,15,10,5,2
chris best,1669.30795467,172.572251236,7,5,2,1
god with a wavebird,1669.30795467,172.572251236,7,5,2,1
d..p,1669.30795467,172.572251236,7,5,2,1
hulka,1669.30795467,172.572251236,7,5,2,1
yoshi,1669.30795467,172.572251236,7,5,2,1
shiny,1669.30795467,172.572251236,7,5,2,1
drug money,1669.30795467,172.572251236,7,5,2,1
oc mike the franchise,1669.30795467,172.572251236,11,7,4,2
mrbeenready,1669.30795467,172.572251236,7,5,2,1
fist mexico,1669.30795467,172.572251236,7,5,2,1
nerodero,1669.30795467,172.572251236,7,5,2,1
wooptywop,1669.30795467,172.572251236,7,5,2,1
ky,1669.30795467,172.572251236,7,5,2,1
zoap,1669.30795467,172.572251236,7,5,2,1
porkchops,1669.30795467,172.572251236,7,5,2,1
uma thurman,1669.30795467,171.689201456,7,5,2,1
medz,1669.30795467,172.572251236,7,5,2,1
bo0gyman,1669.30795467,172.572251236,7,5,2,1
sacasumoto,1669.30795467,172.572251236,7,5,2,1
blahyay,1669.28558781,130.227337051,10,6,4,1
the jester,1669.14221854,162.518709081,7,5,2,1
slypig,1669.11481229,130.407469882,11,7,4,2
tirno,1668.95913935,114.281216123,16,10,6,3
puff,1668.88465399,96.0325836148,26,17,9,4
lxix,1668.84147959,125.732567648,12,7,5,2
fluid,1668.82964082,120.173354352,17,11,6,3
skilljkfalco,1668.11619711,176.314777713,6,4,2,1
dazwa,1668.01681257,143.209161498,9,6,3,1
boyd,1667.9401691,165.810556131,8,4,4,2
bob$,1667.47639405,209.663360564,4,3,1,1
replicate,1667.47639405,209.663360564,4,3,1,1
drgn,1667.47639405,209.663360564,4,3,1,1
lunchables,1667.47639405,209.663360564,4,3,1,1
jacob,1667.47639405,209.663360564,4,3,1,1
alain,1667.37590545,147.078604845,10,7,3,1
fannypack,1667.34319507,101.059750195,22,14,8,2
kibbles,1667.13728486,108.198670199,19,13,6,2
smakis,1666.36404062,122.563286005,16,10,6,2
sk,1665.81945035,150.987391074,9,6,3,1
luck,1665.61152145,167.051416151,7,5,2,1
darkneo754,1665.42698024,130.125629929,12,8,4,2
omer,1665.15998142,174.837733864,6,4,2,1
jv,1664.98251797,152.713478309,7,4,3,1
sox,1664.50751715,147.757689925,8,5,3,1
jnaut,1664.47669682,171.653442968,6,4,2,1
gart,1664.38588018,123.40812451,13,9,4,2
thx,1664.30255889,116.48474696,15,10,5,2
pig,1664.30094448,106.874321282,18,12,6,2
impx,1663.9718593,133.597384167,12,8,4,2
imyt,1663.88148765,108.006917662,20,13,7,3
stango,1663.58198251,129.120112715,12,8,4,3
jdv,1663.52927255,152.915651009,9,6,3,1
thebattlerifle,1663.20787271,147.963243076,8,5,3,1
reesch,1663.18375967,89.3356392562,28,18,10,4
xardov,1663.18017046,125.570953881,23,15,8,3
dshi,1663.08258627,182.99545065,5,3,2,1
mojo,1662.81602328,120.689266063,12,7,5,2
samurai ike,1662.8146344,157.73267756,6,4,2,1
mundungu,1662.56500608,129.384526416,12,8,4,2
summonedfist,1662.29346629,161.807010945,8,5,3,1
vincessant,1662.24772589,108.826318377,16,10,6,3
agent kay,1662.21200261,290.786427926,1,1,0,1
suh dude,1662.21200261,290.786427926,1,1,0,1
boynder,1662.21200261,290.786427926,1,1,0,1
legion6691,1662.21200261,290.786427926,1,1,0,1
scorpius,1662.21200261,290.786427926,1,1,0,1
zug,1662.21200261,290.786427926,1,1,0,1
arjuna,1662.21200261,290.786427926,1,1,0,1
le golden magikarp,1662.21200261,290.786427926,1,1,0,1
jerusus,1662.21200261,290.786427926,1,1,0,1
brgirardeau,1662.21200261,290.786427926,1,1,0,1
spoonermcgee,1662.21200261,290.786427926,1,1,0,1
hipsterlumberjack,1662.21200261,290.786427926,1,1,0,1
dollaboiii,1662.21200261,290.786427926,1,1,0,1
edicus,1662.21200261,290.786427926,1,1,0,1
spark510,1662.21200261,290.786427926,1,1,0,1
nitrolibre,1662.21200261,290.786427926,1,1,0,1
bong,1662.21200261,290.786427926,1,1,0,1
boolaid,1662.21200261,290.786427926,1,1,0,1
zyko,1662.21200261,290.786427926,1,1,0,1
xyos,1662.21200261,290.786427926,1,1,0,1
hotaruz,1662.21200261,290.786427926,1,1,0,1
slacker298,1662.21200261,290.786427926,1,1,0,1
sivgard,1662.21200261,290.786427926,1,1,0,1
fraud,1662.21200261,290.786427926,1,1,0,1
4chat,1662.21200261,290.786427926,1,1,0,1
sugoi,1662.21200261,290.786427926,1,1,0,1
nab,1662.21200261,290.786427926,1,1,0,1
revok,1662.21200261,290.786427926,1,1,0,1
magnum,1662.21200261,290.786427926,1,1,0,1
ugi,1662.21200261,290.786427926,1,1,0,1
masskirbycide,1662.21200261,290.786427926,1,1,0,1
raboku,1662.21200261,290.786427926,1,1,0,1
vyrulent,1662.21200261,290.786427926,1,1,0,1
babygotbackup,1662.21200261,290.786427926,1,1,0,1
klimno,1662.21200261,290.786427926,1,1,0,1
championgg,1662.21200261,290.786427926,1,1,0,1
khersy,1662.21200261,290.786427926,1,1,0,1
hk,1662.21200261,290.786427926,1,1,0,1
samovar,1662.21200261,290.786427926,1,1,0,1
green eggs and cam,1662.21200261,290.786427926,1,1,0,1
grace,1662.21200261,290.786427926,1,1,0,1
rgb,1662.21200261,290.786427926,1,1,0,1
farbog,1662.21200261,290.786427926,1,1,0,1
wallofpuppies,1662.21200261,290.786427926,1,1,0,1
meezmo,1662.21200261,290.786427926,1,1,0,1
mo0cat,1662.21200261,290.786427926,1,1,0,1
dalln,1662.21200261,290.786427926,1,1,0,1
sandman,1662.21200261,290.786427926,1,1,0,1
scrubster,1662.21200261,290.786427926,1,1,0,1
falkony,1662.21200261,290.786427926,1,1,0,1
nikopena,1662.21200261,290.786427926,1,1,0,1
dad?,1662.21200261,290.786427926,1,1,0,1
vox,1662.21200261,290.786427926,1,1,0,1
glare,1662.21200261,290.786427926,1,1,0,1
sakai,1662.21200261,290.786427926,1,1,0,1
fuzzard,1662.21200261,290.786427926,1,1,0,1
hutch,1662.21200261,290.786427926,1,1,0,1
nail,1662.21200261,290.786427926,1,1,0,1
ring,1662.21200261,290.786427926,1,1,0,1
thebigredt,1662.21200261,290.786427926,1,1,0,1
kevingchang,1662.21200261,290.786427926,1,1,0,1
herrmann,1662.21200261,290.786427926,1,1,0,1
brunobars,1662.21200261,290.786427926,1,1,0,1
sunnyknight,1662.21200261,290.786427926,4,2,2,2
alcapwned,1662.21200261,290.786427926,1,1,0,1
elmore,1662.21200261,290.786427926,1,1,0,1
noops,1662.21200261,290.786427926,1,1,0,1
frozeneye,1662.21200261,290.786427926,1,1,0,1
-9-,1662.21200261,290.786427926,1,1,0,1
prevaloir,1662.21200261,290.786427926,1,1,0,1
addy daddy,1662.21200261,290.786427926,1,1,0,1
boor,1662.21200261,290.786427926,1,1,0,1
ellorin,1662.21200261,290.786427926,1,1,0,1
miley,1662.21200261,290.786427926,1,1,0,1
sko,1662.21200261,290.786427926,1,1,0,1
_cel,1662.21200261,290.786427926,1,1,0,1
feeniks,1662.21200261,290.786427926,1,1,0,1
drazax,1662.21200261,290.786427926,1,1,0,1
ketsu,1662.21200261,290.786427926,1,1,0,1
theukuleleguy,1662.21200261,290.786427926,1,1,0,1
vikiz,1662.21200261,290.786427926,1,1,0,1
snester,1662.21200261,290.786427926,1,1,0,1
mch,1662.21200261,290.786427926,1,1,0,1
t26 #2528,1662.21200261,290.786427926,1,1,0,1
xinicide,1662.21200261,290.786427926,1,1,0,1
tsmith9915,1662.21200261,290.786427926,1,1,0,1
pickle,1662.21200261,290.786427926,1,1,0,1
puffnasty,1662.21200261,290.786427926,1,1,0,1
jdubz,1662.21200261,290.786427926,1,1,0,1
chedderb0b,1662.21200261,290.786427926,1,1,0,1
danch,1662.20253436,165.797414416,7,5,2,1
luigigoshard,1662.12917333,75.1876988443,45,29,16,6
maxy,1661.88611369,120.44722334,26,17,9,3
grandshrimp,1661.71960234,169.057722423,6,4,2,1
ed,1661.70995854,156.084852051,7,5,2,1
razor ramon,1661.62818745,196.928655297,16,10,6,2
mittens,1661.51120414,151.811063107,11,6,5,2
bizz,1661.45358732,160.321773557,7,4,3,1
fives,1661.25366807,147.496979876,9,6,3,1
bluebuster,1660.9345965,126.303554741,11,7,4,1
shonic,1660.65617224,151.78492512,9,6,3,1
bor,1660.62310726,129.227800216,14,9,5,2
blendtec,1660.60073612,131.888128448,13,9,4,2
ferriswheel,1660.45226688,108.44535819,21,14,7,3
gtown_tom,1660.28166982,134.639409212,12,8,4,2
£30-,1660.19548131,154.5092608,8,5,3,1
derfmidwest,1660.12416947,144.769387557,8,5,3,1
endeby,1660.09976505,105.668345264,21,13,8,3
zasa,1659.96379752,107.505049915,19,12,7,3
sastopher,1659.85594011,170.53288385,6,4,2,1
tempo,1659.47143925,132.797653058,23,16,7,3
vj,1658.93436715,141.265289862,9,6,3,1
mojomonkey,1658.79333094,163.355795504,7,4,3,1
andonuts,1658.79065168,165.935897969,7,5,2,1
kaeon,1658.76182261,167.795961856,6,4,2,1
s-royal,1658.50843578,158.029181653,7,5,2,1
helmet,1658.36503629,140.457735386,19,12,7,3
surf's up. hail satan.,1658.09833832,103.699544548,19,12,7,2
stelzig,1657.93723064,111.104708793,19,13,6,2
xif,1657.91213159,184.020264003,12,7,5,2
quin,1657.03481969,126.228736282,10,6,4,1
wolven,1657.02894628,104.344503368,21,14,7,3
tiramisu,1656.95331868,171.157835097,6,4,2,1
vdub,1656.87101845,106.840619901,19,12,7,3
tenshi,1656.70005869,166.616033619,7,5,2,1
photonic,1656.29224963,95.5255664266,26,17,9,3
andy,1656.13494705,157.557374802,8,6,2,1
bananasack,1656.0992718,150.154319722,8,5,3,1
bomb,1656.02168862,123.427538983,14,9,5,2
zook,1655.76814201,106.098551211,25,16,9,4
umasi,1655.71279611,142.199071081,9,6,3,1
jozi,1655.58501969,145.838562076,8,5,3,1
pervy,1655.22555513,184.220924214,5,3,2,1
bonkcushy,1655.15368049,106.167730524,18,12,6,2
mfsa,1654.50905552,164.826981657,6,4,2,1
ungiven,1654.48865463,181.065447798,6,4,2,1
dizney,1654.48865463,181.222781091,6,4,2,1
eet,1654.35088414,157.356430097,16,11,5,2
kyle bananasak's left nip,1653.76381021,178.18167508,6,4,2,1
weeaboo,1653.68107227,107.389156002,22,14,8,3
yasu,1653.5324459,171.650156491,6,4,2,1
zlazher,1653.21830527,136.182770088,11,7,4,2
emz,1653.01038728,165.376653495,7,5,2,1
dab,1652.73285778,133.631455255,17,10,7,3
blu-j,1652.65298667,179.597910505,6,4,2,1
babycakes,1652.62247053,235.842343984,9,5,4,2
bizzarro flame,1652.47994605,132.066344692,13,9,4,3
glitchy,1652.31521456,222.090452969,13,7,6,2
snacks!,1652.15569412,127.827990964,14,9,5,2
neologism,1652.08771183,149.18695866,18,12,6,2
syko,1651.9119932,143.186876913,10,6,4,2
watchingtime,1651.90450259,131.940823635,11,7,4,2
mchi,1651.82008318,113.783663499,18,12,6,3
theswooper,1651.8193863,104.129370237,23,15,8,4
cookiemonsta,1651.80126258,102.680527135,19,11,8,3
thoreo,1651.5533997,132.722871368,13,9,4,2
poop,1651.52148104,132.022591902,13,9,4,2
mr. lemon,1651.5063033,146.885984684,9,6,3,1
quality steve,1650.93532595,163.597890622,6,4,2,1
jim jam flim flam,1650.71132151,134.739078984,11,7,4,2
jf,1650.70573267,86.926890506,28,17,11,5
eon,1650.64183304,136.843362851,22,12,10,4
j00t,1650.46958202,173.090763452,6,4,2,2
tanooki,1650.2676113,180.25466403,7,5,2,2
subtle,1650.14119085,115.101933595,18,12,6,3
coastward,1649.8112812,134.572636979,11,7,4,2
wishh,1649.77565483,170.259781556,6,4,2,1
thevelvetmarmot,1649.30879086,167.573688254,7,5,2,1
decaf,1649.09251509,145.636391301,9,6,3,1
gimme,1649.09196061,112.137294651,17,11,6,3
switch,1648.93278449,97.6938217828,24,14,10,4
pureskillz,1648.90917634,194.66866645,15,9,6,2
biggpappa,1648.77896483,204.182015012,11,7,4,2
| smokey bluntz,1648.59360013,164.415060102,7,5,2,1
dublat,1648.51933923,171.749033417,14,9,5,2
rick,1648.4665524,159.941796147,7,5,2,1
flambo,1648.26843575,167.416193603,6,4,2,1
niklas2912,1648.25218829,154.305503363,7,5,2,1
galen the wise,1648.10178253,123.751539729,14,9,5,2
hanyuuki,1648.09547525,178.699627209,6,4,2,1
emodinosaur,1648.04224807,107.851121989,20,13,7,3
njzfinest,1647.76167667,176.393141688,6,4,2,1
seeray,1647.58951579,153.436071834,8,5,3,1
kyu puff,1647.49181136,141.658793327,10,6,4,1
rjw,1647.46450549,196.62150417,10,6,4,2
lazarous,1647.43410534,152.220995426,8,5,3,1
rockmix,1647.34976434,142.521084789,12,8,4,2
baby bird,1647.29238108,140.241763928,12,8,4,2
klaps,1647.23618028,150.608690449,8,5,3,1
modem,1647.18477842,121.371579692,15,10,5,2
ricky,1646.72613761,112.647872789,20,13,7,2
anaveragekid,1646.2636563,138.827284873,12,8,4,1
ses,1646.18037753,125.270425205,14,9,5,2
emanon,1646.11912852,108.828842893,28,20,8,4
watt the flux,1646.04585492,202.759359146,5,3,2,1
ionthekid,1646.04096941,132.727255657,11,7,4,2
skeith,1646.01193484,108.607938505,18,12,6,2
harald,1646.00372239,120.47349916,16,11,5,2
pas,1645.97171061,125.910552125,14,9,5,2
ellis,1645.74655479,119.429882683,15,10,5,2
natendo,1645.60889049,165.716156901,7,5,2,1
little england,1645.59198159,164.802802733,7,5,2,1
jonas,1645.56483791,179.515830419,6,4,2,1
odds,1645.41009305,137.841861392,11,7,4,1
nox,1645.24112174,88.1360697441,30,19,11,4
mattmog,1645.19406976,105.585526318,19,12,7,2
@tryceblazer,1645.17531946,148.346430398,8,5,3,1
barrakir,1645.06047628,173.185015838,6,4,2,1
yordy,1644.9531058,168.753823904,7,4,3,1
oro?!,1644.87151958,178.754652113,5,3,2,1
s2b,1644.86931827,120.747995963,15,9,6,2
marriott moy,1644.85818889,111.207914818,17,11,6,3
zorbak,1644.80567146,171.05756097,6,4,2,1
sjkf,1644.80237713,138.666383025,10,6,4,1
king quiggles,1644.703884,174.222548144,6,4,2,1
videowaffles,1644.47858985,120.835295829,13,8,5,2
vestboy myst,1644.36564951,143.075489705,8,5,3,1
hyperflame,1644.35591585,112.028392772,17,11,6,3
sandy,1644.31836767,174.637118855,6,4,2,1
nainsoo,1644.24081359,163.160444966,7,5,2,1
maximus,1644.22873957,102.860407537,21,13,8,3
shadowzw,1644.12077944,188.475070434,5,3,2,1
thomdore,1643.47071521,125.355397852,13,8,5,2
meo,1643.30003418,148.430501362,14,8,6,2
igneous rock,1643.25665911,202.055335513,5,3,2,1
kaimen,1643.23971423,168.254582314,6,4,2,1
metal reaper,1643.19300175,156.323573699,6,4,2,1
infernojesus,1642.71265599,111.832555296,19,12,7,3
velocity,1642.67725046,138.810432082,12,8,4,2
elegy,1642.64381872,142.596536159,10,7,3,1
aura,1642.48811917,171.875441954,13,6,7,2
desucakes,1642.36305326,177.629468496,16,10,6,2
floorboards,1642.19238092,154.989487534,8,5,3,1
zeppx,1641.97043079,154.78073416,18,11,7,3
krut,1641.86017402,164.114602088,7,5,2,1
shon,1641.80036824,169.79956298,7,4,3,1
speez,1641.72355019,177.566776085,6,4,2,1
mrbenready,1641.58140015,135.925603341,15,9,6,3
drag,1641.56286012,115.991634125,17,11,6,2
ford$,1641.2492023,169.67376986,6,4,2,1
mr. f,1641.22749066,170.571660998,6,4,2,1
tek9,1640.88458629,167.89415016,14,9,5,2
jairee,1640.86291005,138.475465011,9,6,3,1
gndy,1640.7506555,161.527424687,8,5,3,1
bigvegetabluntz,1640.72119646,102.770015822,20,13,7,3
tess,1640.54716553,177.135442971,6,4,2,1
karils,1640.09989181,169.893731917,6,4,2,1
fazers,1640.04479016,170.791497276,6,4,2,1
ihwp,1639.90695813,139.835518124,11,7,4,2
petteh,1639.76407908,116.939516813,23,15,8,3
peanut,1639.75064829,123.331168479,13,8,5,1
gso,1639.51612978,116.925890074,16,10,6,2
balloon,1639.23521381,122.2077743,15,10,5,2
karma,1639.19867032,106.979879302,21,13,8,2
toastbread,1639.07777628,156.679676546,9,6,3,1
plinci,1639.07777628,156.558363055,9,6,3,1
zombie!,1639.07777628,156.679676546,9,6,3,1
ganz,1639.07777628,156.558363055,9,6,3,1
benteezy,1639.07777628,156.679676546,14,9,5,2
kanti,1639.07777628,156.679676546,9,6,3,1
clade,1639.07777628,156.558363055,9,6,3,1
romeo,1639.07777628,156.679676546,9,6,3,1
tc,1639.07777628,156.679676546,9,6,3,1
lovage,1639.07777628,156.679676546,9,6,3,1
sherigami,1639.07777628,156.679676546,9,6,3,1
ezvip,1639.07777628,157.646823763,9,6,3,2
xelius,1639.07777628,156.558363055,9,6,3,1
manyula,1639.07777628,156.558363055,18,12,6,2
the phenom,1639.07777628,156.679676546,9,6,3,1
nanacomehome,1639.07777628,156.679676546,9,6,3,1
the leaf,1638.7779809,123.580837445,13,8,5,2
sneker,1638.35829343,170.36027802,5,3,2,1
badmdvafox829,1638.34052197,182.468014955,5,3,2,1
quindelin,1637.98162746,149.293022956,8,5,3,1
noc,1637.95346466,165.85564528,7,5,2,1
rhan,1637.82283299,129.481218176,16,10,6,3
trinity92,1637.61190489,175.018356426,7,4,3,1
mew2queen,1637.32707873,128.487061702,13,8,5,2
haotwo,1637.23973422,118.030666534,25,16,9,3
kingbbb,1637.23179221,171.946476694,6,4,2,1
twisty,1637.11608447,139.657635307,9,6,3,1
tenwa,1637.10095931,140.765998111,11,7,4,2
qerb,1637.01921406,174.092903537,6,4,2,1
jim morrison,1637.0065914,174.961167747,7,4,3,1
anjo,1636.93081,167.425399698,8,5,3,2
ghettowarmachine420,1636.9031358,158.5897193,7,5,2,1
punk panda,1636.83772904,168.758123025,6,4,2,1
nurok,1636.74410632,103.105889126,24,15,9,4
overflow,1636.6668285,145.19431359,9,6,3,1
epidemique,1636.45786272,168.533303846,6,4,2,1
hippo,1636.40443545,159.7426887,8,5,3,1
legion,1636.32931316,89.8360865315,30,18,12,5
mahone,1636.26656767,152.418958868,7,4,3,1
thrash,1636.15694239,96.3322792876,27,18,9,4
toa,1635.43189289,137.681236738,18,11,7,3
dr. chekhov,1635.38164065,161.570045899,6,4,2,1
jet,1635.15616316,131.790647341,12,7,5,2
hubsrico,1635.0637163,274.580045044,1,1,0,1
bluekoops16,1635.0637163,274.580045044,1,1,0,1
bronte,1635.0637163,274.580045044,1,1,0,1
japf,1634.93236827,122.669477774,14,9,5,2
focus,1634.86059676,105.414242005,21,13,8,4
slowking,1634.82196387,105.615642139,17,10,7,2
mr. tuesday,1634.77790328,141.329929299,9,5,4,1
pleasantries,1634.73193015,120.537419755,14,9,5,2
gblade,1634.40934873,97.873365539,32,20,12,4
jackie,1634.39855663,225.216057972,11,7,4,2
beans,1634.31545446,165.571787864,15,9,6,2
signd0g,1634.26246941,114.862419357,14,9,5,2
een!,1634.10372201,167.13858962,7,5,2,1
gardex,1633.85646635,94.1098868391,25,15,10,3
phish-it,1633.83943424,112.304162322,24,15,9,4
hart,1633.63659672,106.610016644,18,11,7,3
bliss,1633.6072573,137.08324159,11,7,4,2
dz,1633.48571784,178.770454495,10,4,6,3
yield,1633.32534087,184.239646778,4,2,2,1
robbo,1633.24301742,175.556042222,6,4,2,1
ludvig4,1633.0962171,159.161787493,7,4,3,1
mexx,1633.01712715,194.691277776,5,3,2,1
blaze,1632.95767855,99.4803437141,39,26,13,4
l2p,1632.87838709,175.935127663,6,4,2,1
sfop,1632.81927485,129.588515163,11,7,4,1
neft,1632.74874309,175.803479384,6,4,2,1
mr. muscles,1632.45423147,115.343676151,16,10,6,2
keto,1632.44411719,138.681030838,10,6,4,2
dj red lantern,1632.31503607,158.901946962,7,4,3,1
salty seth,1632.2049051,88.0095540845,29,18,11,4
vista,1632.08728749,151.952437957,7,4,3,1
hitmonchanondorf,1631.7857536,177.010172475,6,4,2,1
hadoken,1631.40398398,116.957335553,15,10,5,2
riio,1630.98538623,141.04695025,10,6,4,1
davidcanfly,1630.46569094,139.422350989,10,6,4,2
jojo,1630.36525872,147.363554144,8,5,3,1
myztek,1630.26798804,114.23879468,18,11,7,3
hacky,1629.93064837,126.674084403,14,9,5,2
bluezaft,1629.28865933,173.154359533,6,4,2,1
fantomenk,1629.03170733,175.994326657,6,4,2,1
restez,1628.86092407,124.927163376,20,11,9,3
th0rn,1628.69038412,133.08174535,9,6,3,1
atlas,1628.58981748,97.721694072,21,13,8,3
akio,1628.54298296,175.64148933,6,4,2,1
meero,1628.38763014,197.323495872,5,3,2,1
bawstin,1628.37362798,149.15802946,9,6,3,1
lego,1627.9540852,114.168232189,17,11,6,3
upke,1627.81863039,129.900668103,13,9,4,2
gman,1627.75590013,139.166669195,10,6,4,2
dsj,1627.66630196,158.83413423,7,4,3,1
